1:   java -Xmx200m -jar /app/ts-route-plan-service-1.0.jar
0000000000400000      4K r-x-- /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
0000000000600000      4K r---- /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
0000000000601000      4K rw--- /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
0000000000ce2000    132K rw---   [ anon ]
00000000f3800000  97792K rw---   [ anon ]
00000000f9780000  38912K -----   [ anon ]
00000000fbd80000  67072K rw---   [ anon ]
00000000fff00000   1024K -----   [ anon ]
0000000100000000   5032K rw---   [ anon ]
00000001004ea000 1043544K -----   [ anon ]
00007fe2d4000000    132K rw---   [ anon ]
00007fe2d4021000  65404K -----   [ anon ]
00007fe2d8000000    132K rw---   [ anon ]
00007fe2d8021000  65404K -----   [ anon ]
00007fe2dc000000    132K rw---   [ anon ]
00007fe2dc021000  65404K -----   [ anon ]
00007fe2e0000000    132K rw---   [ anon ]
00007fe2e0021000  65404K -----   [ anon ]
00007fe2e4000000    132K rw---   [ anon ]
00007fe2e4021000  65404K -----   [ anon ]
00007fe2e8000000    132K rw---   [ anon ]
00007fe2e8021000  65404K -----   [ anon ]
00007fe2ec000000    132K rw---   [ anon ]
00007fe2ec021000  65404K -----   [ anon ]
00007fe2f0000000    132K rw---   [ anon ]
00007fe2f0021000  65404K -----   [ anon ]
00007fe2f4000000    132K rw---   [ anon ]
00007fe2f4021000  65404K -----   [ anon ]
00007fe2f8000000    132K rw---   [ anon ]
00007fe2f8021000  65404K -----   [ anon ]
00007fe2fc000000    132K rw---   [ anon ]
00007fe2fc021000  65404K -----   [ anon ]
00007fe300000000    132K rw---   [ anon ]
00007fe300021000  65404K -----   [ anon ]
00007fe304000000    132K rw---   [ anon ]
00007fe304021000  65404K -----   [ anon ]
00007fe308000000    132K rw---   [ anon ]
00007fe308021000  65404K -----   [ anon ]
00007fe30c000000    132K rw---   [ anon ]
00007fe30c021000  65404K -----   [ anon ]
00007fe310000000    132K rw---   [ anon ]
00007fe310021000  65404K -----   [ anon ]
00007fe314000000   4080K rw---   [ anon ]
00007fe3143fc000  61456K -----   [ anon ]
00007fe318000000    132K rw---   [ anon ]
00007fe318021000  65404K -----   [ anon ]
00007fe31c000000    132K rw---   [ anon ]
00007fe31c021000  65404K -----   [ anon ]
00007fe320000000   6668K rw---   [ anon ]
00007fe320683000  58868K -----   [ anon ]
00007fe324000000   2104K rw---   [ anon ]
00007fe32420e000  63432K -----   [ anon ]
00007fe328000000    132K rw---   [ anon ]
00007fe328021000  65404K -----   [ anon ]
00007fe32c000000   2492K rw---   [ anon ]
00007fe32c26f000  63044K -----   [ anon ]
00007fe330000000   2296K rw---   [ anon ]
00007fe33023e000  63240K -----   [ anon ]
00007fe334000000   2564K rw---   [ anon ]
00007fe334281000  62972K -----   [ anon ]
00007fe338000000   2868K rw---   [ anon ]
00007fe3382cd000  62668K -----   [ anon ]
00007fe33c000000  17364K rw---   [ anon ]
00007fe33d0f5000  48172K -----   [ anon ]
00007fe340000000   3472K rw---   [ anon ]
00007fe340364000  62064K -----   [ anon ]
00007fe344000000  12936K rw---   [ anon ]
00007fe344ca2000  52600K -----   [ anon ]
00007fe348000000  20252K rw---   [ anon ]
00007fe3493c7000  45284K -----   [ anon ]
00007fe34c000000  15188K rw---   [ anon ]
00007fe34ced5000  50348K -----   [ anon ]
00007fe350000000  18664K rw---   [ anon ]
00007fe35123a000  46872K -----   [ anon ]
00007fe354000000  16052K rw---   [ anon ]
00007fe354fad000  49484K -----   [ anon ]
00007fe358000000  14056K rw---   [ anon ]
00007fe358dba000  51480K -----   [ anon ]
00007fe35c000000  16052K rw---   [ anon ]
00007fe35cfad000  49484K -----   [ anon ]
00007fe360000000  12792K rw---   [ anon ]
00007fe360c7e000  52744K -----   [ anon ]
00007fe364000000  14488K rw---   [ anon ]
00007fe364e26000  51048K -----   [ anon ]
00007fe368000000  13304K rw---   [ anon ]
00007fe368cfe000  52232K -----   [ anon ]
00007fe36c000000    132K rw---   [ anon ]
00007fe36c021000  65404K -----   [ anon ]
00007fe370000000  20300K rw---   [ anon ]
00007fe3713d3000  45236K -----   [ anon ]
00007fe374000000    132K rw---   [ anon ]
00007fe374021000  65404K -----   [ anon ]
00007fe378000000    132K rw---   [ anon ]
00007fe378021000  65404K -----   [ anon ]
00007fe37c000000    132K rw---   [ anon ]
00007fe37c021000  65404K -----   [ anon ]
00007fe380000000    168K rw---   [ anon ]
00007fe38002a000  65368K -----   [ anon ]
00007fe384000000    132K rw---   [ anon ]
00007fe384021000  65404K -----   [ anon ]
00007fe388000000    132K rw---   [ anon ]
00007fe388021000  65404K -----   [ anon ]
00007fe38c000000    132K rw---   [ anon ]
00007fe38c021000  65404K -----   [ anon ]
00007fe390000000    132K rw---   [ anon ]
00007fe390021000  65404K -----   [ anon ]
00007fe398000000    132K rw---   [ anon ]
00007fe398021000  65404K -----   [ anon ]
00007fe3a0000000    132K rw---   [ anon ]
00007fe3a0021000  65404K -----   [ anon ]
00007fe3a70f1000     12K -----   [ anon ]
00007fe3a70f4000   1016K rw---   [ anon ]
00007fe3a71f2000     12K -----   [ anon ]
00007fe3a71f5000   1016K rw---   [ anon ]
00007fe3a72f3000     12K -----   [ anon ]
00007fe3a72f6000   1016K rw---   [ anon ]
00007fe3a73f4000     12K -----   [ anon ]
00007fe3a73f7000   1016K rw---   [ anon ]
00007fe3a74f5000     12K -----   [ anon ]
00007fe3a74f8000   1016K rw---   [ anon ]
00007fe3a75f6000     12K -----   [ anon ]
00007fe3a75f9000   1016K rw---   [ anon ]
00007fe3a76f7000     12K -----   [ anon ]
00007fe3a76fa000   1016K rw---   [ anon ]
00007fe3a77f8000     12K -----   [ anon ]
00007fe3a77fb000   1016K rw---   [ anon ]
00007fe3a78f9000     12K -----   [ anon ]
00007fe3a78fc000   1016K rw---   [ anon ]
00007fe3a79fa000     12K -----   [ anon ]
00007fe3a79fd000   1016K rw---   [ anon ]
00007fe3a7afb000     12K -----   [ anon ]
00007fe3a7afe000   1016K rw---   [ anon ]
00007fe3a7bfc000     12K -----   [ anon ]
00007fe3a7bff000   1016K rw---   [ anon ]
00007fe3a7cfd000     12K -----   [ anon ]
00007fe3a7d00000   1016K rw---   [ anon ]
00007fe3a7dfe000     12K -----   [ anon ]
00007fe3a7e01000   1016K rw---   [ anon ]
00007fe3a7eff000     12K -----   [ anon ]
00007fe3a7f02000   1016K rw---   [ anon ]
00007fe3a8000000    132K rw---   [ anon ]
00007fe3a8021000  65404K -----   [ anon ]
00007fe3ac043000   1792K rw---   [ anon ]
00007fe3ac203000    256K -----   [ anon ]
00007fe3ac243000   2048K rw---   [ anon ]
00007fe3ac443000   2048K rw---   [ anon ]
00007fe3ac643000   2048K rw---   [ anon ]
00007fe3ac843000   2048K rw---   [ anon ]
00007fe3acafe000     12K -----   [ anon ]
00007fe3acb01000   3064K rw---   [ anon ]
00007fe3acdff000   2048K rw---   [ anon ]
00007fe3acfff000  49156K rw---   [ anon ]
00007fe3b0000000    132K rw---   [ anon ]
00007fe3b0021000  65404K -----   [ anon ]
00007fe3b40b8000   2048K rw---   [ anon ]
00007fe3b42b8000   2048K rw---   [ anon ]
00007fe3b44b8000   2048K rw---   [ anon ]
00007fe3b46b8000     68K r-x-- /usr/lib/jvm/java-8-openjdk-amd64/jre/lib/amd64/libnio.so
00007fe3b46c9000   2048K ----- /usr/lib/jvm/java-8-openjdk-amd64/jre/lib/amd64/libnio.so
00007fe3b48c9000      4K r---- /usr/lib/jvm/java-8-openjdk-amd64/jre/lib/amd64/libnio.so
00007fe3b48ca000      4K rw--- /usr/lib/jvm/java-8-openjdk-amd64/jre/lib/amd64/libnio.so
00007fe3b4909000     12K -----   [ anon ]
00007fe3b490c000   3064K rw---   [ anon ]
00007fe3b4c45000     12K -----   [ anon ]
00007fe3b4c48000   3064K rw---   [ anon ]
00007fe3b4f46000     12K -----   [ anon ]
00007fe3b4f49000   3064K rw---   [ anon ]
00007fe3b5247000     92K r-x-- /usr/lib/jvm/java-8-openjdk-amd64/jre/lib/amd64/libnet.so
00007fe3b525e000   2044K ----- /usr/lib/jvm/java-8-openjdk-amd64/jre/lib/amd64/libnet.so
00007fe3b545d000      4K r---- /usr/lib/jvm/java-8-openjdk-amd64/jre/lib/amd64/libnet.so
00007fe3b545e000      4K rw--- /usr/lib/jvm/java-8-openjdk-amd64/jre/lib/amd64/libnet.so
00007fe3b545f000     36K r-x-- /usr/lib/jvm/java-8-openjdk-amd64/jre/lib/amd64/libmanagement.so
00007fe3b5468000   2044K ----- /usr/lib/jvm/java-8-openjdk-amd64/jre/lib/amd64/libmanagement.so
